chromosome	size	compressedMref	category
chrUn_JTFH01001091v1_decoy	1426	TRUE	decoy
chrUn_JTFH01001092v1_decoy	1425	TRUE	decoy
chrUn_JTFH01001093v1_decoy	1418	TRUE	decoy
chrUn_JTFH01001094v1_decoy	1413	TRUE	decoy
chrUn_JTFH01001095v1_decoy	1413	TRUE	decoy
chrUn_JTFH01001096v1_decoy	1412	TRUE	decoy
chrUn_JTFH01001097v1_decoy	1407	TRUE	decoy
chrUn_JTFH01001098v1_decoy	1406	TRUE	decoy
chrUn_JTFH01001099v1_decoy	1396	TRUE	decoy
chrUn_JTFH01001100v1_decoy	1390	TRUE	decoy
chrUn_JTFH01001101v1_decoy	1382	TRUE	decoy
chrUn_JTFH01001102v1_decoy	1376	TRUE	decoy
chrUn_JTFH01001103v1_decoy	1375	TRUE	decoy
chrUn_JTFH01001104v1_decoy	1371	TRUE	decoy
chrUn_JTFH01001105v1_decoy	1367	TRUE	decoy
chrUn_JTFH01001106v1_decoy	1364	TRUE	decoy
chrUn_JTFH01001107v1_decoy	1356	TRUE	decoy
chrUn_JTFH01001108v1_decoy	1355	TRUE	decoy
chrUn_JTFH01001109v1_decoy	1352	TRUE	decoy
chrUn_JTFH01001110v1_decoy	1350	TRUE	decoy
chrUn_JTFH01001111v1_decoy	1346	TRUE	decoy
chrUn_JTFH01001112v1_decoy	1345	TRUE	decoy
chrUn_JTFH01001113v1_decoy	1340	TRUE	decoy
chrUn_JTFH01001114v1_decoy	1330	TRUE	decoy
chrUn_JTFH01001115v1_decoy	1329	TRUE	decoy
chrUn_JTFH01001116v1_decoy	1324	TRUE	decoy
chrUn_JTFH01001117v1_decoy	1316	TRUE	decoy
chrUn_JTFH01001118v1_decoy	1307	TRUE	decoy
chrUn_JTFH01001119v1_decoy	1304	TRUE	decoy
chrUn_JTFH01001120v1_decoy	1304	TRUE	decoy
chrUn_JTFH01001121v1_decoy	1303	TRUE	decoy
chrUn_JTFH01001122v1_decoy	1301	TRUE	decoy
chrUn_JTFH01001123v1_decoy	1300	TRUE	decoy
chrUn_JTFH01001124v1_decoy	1297	TRUE	decoy
chrUn_JTFH01001125v1_decoy	1296	TRUE	decoy
chrUn_JTFH01001126v1_decoy	1290	TRUE	decoy
chrUn_JTFH01001127v1_decoy	1284	TRUE	decoy
chrUn_JTFH01001128v1_decoy	1282	TRUE	decoy
chrUn_JTFH01001129v1_decoy	1281	TRUE	decoy
chrUn_JTFH01001130v1_decoy	1280	TRUE	decoy
chrUn_JTFH01001131v1_decoy	1279	TRUE	decoy
chrUn_JTFH01001132v1_decoy	1272	TRUE	decoy
chrUn_JTFH01001133v1_decoy	1267	TRUE	decoy
chrUn_JTFH01001134v1_decoy	1267	TRUE	decoy
chrUn_JTFH01001135v1_decoy	1266	TRUE	decoy
chrUn_JTFH01001136v1_decoy	1264	TRUE	decoy
chrUn_JTFH01001137v1_decoy	1264	TRUE	decoy
chrUn_JTFH01001138v1_decoy	1264	TRUE	decoy
chrUn_JTFH01001139v1_decoy	1263	TRUE	decoy
chrUn_JTFH01001140v1_decoy	1249	TRUE	decoy
chrUn_JTFH01001141v1_decoy	1240	TRUE	decoy
chrUn_JTFH01001142v1_decoy	1239	TRUE	decoy
chrUn_JTFH01001143v1_decoy	1235	TRUE	decoy
chrUn_JTFH01001144v1_decoy	1235	TRUE	decoy
chrUn_JTFH01001145v1_decoy	1233	TRUE	decoy
chrUn_JTFH01001146v1_decoy	1232	TRUE	decoy
chrUn_JTFH01001147v1_decoy	1230	TRUE	decoy
chrUn_JTFH01001148v1_decoy	1226	TRUE	decoy
chrUn_JTFH01001149v1_decoy	1223	TRUE	decoy
chrUn_JTFH01001150v1_decoy	1214	TRUE	decoy
chrUn_JTFH01001151v1_decoy	1213	TRUE	decoy
chrUn_JTFH01001152v1_decoy	1211	TRUE	decoy
chrUn_JTFH01001153v1_decoy	1209	TRUE	decoy
chrUn_JTFH01001154v1_decoy	1202	TRUE	decoy
chrUn_JTFH01001155v1_decoy	1199	TRUE	decoy
chrUn_JTFH01001156v1_decoy	1197	TRUE	decoy
chrUn_JTFH01001157v1_decoy	1193	TRUE	decoy
chrUn_JTFH01001158v1_decoy	1191	TRUE	decoy
chrUn_JTFH01001159v1_decoy	1187	TRUE	decoy
chrUn_JTFH01001160v1_decoy	1186	TRUE	decoy
chrUn_JTFH01001161v1_decoy	1184	TRUE	decoy
chrUn_JTFH01001162v1_decoy	1184	TRUE	decoy
chrUn_JTFH01001163v1_decoy	1182	TRUE	decoy
chrUn_JTFH01001164v1_decoy	1179	TRUE	decoy
chrUn_JTFH01001165v1_decoy	1173	TRUE	decoy
chrUn_JTFH01001166v1_decoy	1169	TRUE	decoy
chrUn_JTFH01001167v1_decoy	1167	TRUE	decoy
chrUn_JTFH01001168v1_decoy	1166	TRUE	decoy
chrUn_JTFH01001169v1_decoy	1165	TRUE	decoy
chrUn_JTFH01001170v1_decoy	1164	TRUE	decoy
chrUn_JTFH01001171v1_decoy	1163	TRUE	decoy
chrUn_JTFH01001172v1_decoy	1158	TRUE	decoy
chrUn_JTFH01001173v1_decoy	1158	TRUE	decoy
chrUn_JTFH01001174v1_decoy	1157	TRUE	decoy
chrUn_JTFH01001175v1_decoy	1157	TRUE	decoy
chrUn_JTFH01001176v1_decoy	1157	TRUE	decoy
chrUn_JTFH01001177v1_decoy	1155	TRUE	decoy
chrUn_JTFH01001178v1_decoy	1154	TRUE	decoy
chrUn_JTFH01001179v1_decoy	1149	TRUE	decoy
chrUn_JTFH01001180v1_decoy	1148	TRUE	decoy
chrUn_JTFH01001181v1_decoy	1148	TRUE	decoy
chrUn_JTFH01001182v1_decoy	1146	TRUE	decoy
chrUn_JTFH01001183v1_decoy	1144	TRUE	decoy
chrUn_JTFH01001184v1_decoy	1140	TRUE	decoy
chrUn_JTFH01001185v1_decoy	1136	TRUE	decoy
chrUn_JTFH01001186v1_decoy	1134	TRUE	decoy
chrUn_JTFH01001187v1_decoy	1133	TRUE	decoy
chrUn_JTFH01001188v1_decoy	1129	TRUE	decoy
chrUn_JTFH01001189v1_decoy	1127	TRUE	decoy
chrUn_JTFH01001190v1_decoy	1127	TRUE	decoy
chrUn_JTFH01001191v1_decoy	1118	TRUE	decoy
chrUn_JTFH01001192v1_decoy	1110	TRUE	decoy
chrUn_JTFH01001193v1_decoy	1104	TRUE	decoy
chrUn_JTFH01001194v1_decoy	1104	TRUE	decoy
chrUn_JTFH01001195v1_decoy	1101	TRUE	decoy
chrUn_JTFH01001196v1_decoy	1098	TRUE	decoy
chrUn_JTFH01001197v1_decoy	1096	TRUE	decoy
chrUn_JTFH01001198v1_decoy	1094	TRUE	decoy
chrUn_JTFH01001199v1_decoy	1091	TRUE	decoy
chrUn_JTFH01001200v1_decoy	1089	TRUE	decoy
chrUn_JTFH01001201v1_decoy	1086	TRUE	decoy
chrUn_JTFH01001202v1_decoy	1085	TRUE	decoy
chrUn_JTFH01001203v1_decoy	1084	TRUE	decoy
chrUn_JTFH01001204v1_decoy	1083	TRUE	decoy
chrUn_JTFH01001205v1_decoy	1083	TRUE	decoy
chrUn_JTFH01001206v1_decoy	1079	TRUE	decoy
chrUn_JTFH01001207v1_decoy	1076	TRUE	decoy
chrUn_JTFH01001208v1_decoy	1069	TRUE	decoy
chrUn_JTFH01001209v1_decoy	1068	TRUE	decoy
chrUn_JTFH01001210v1_decoy	1067	TRUE	decoy
chrUn_JTFH01001211v1_decoy	1067	TRUE	decoy
chrUn_JTFH01001212v1_decoy	1067	TRUE	decoy
chrUn_JTFH01001213v1_decoy	1063	TRUE	decoy
chrUn_JTFH01001214v1_decoy	1062	TRUE	decoy
chrUn_JTFH01001215v1_decoy	1059	TRUE	decoy
chrUn_JTFH01001216v1_decoy	1058	TRUE	decoy
chrUn_JTFH01001217v1_decoy	1058	TRUE	decoy
chrUn_JTFH01001218v1_decoy	1055	TRUE	decoy
chrUn_JTFH01001219v1_decoy	1054	TRUE	decoy
chrUn_JTFH01001220v1_decoy	1054	TRUE	decoy
chrUn_JTFH01001221v1_decoy	1053	TRUE	decoy
chrUn_JTFH01001222v1_decoy	1053	TRUE	decoy
chrUn_JTFH01001223v1_decoy	1052	TRUE	decoy
chrUn_JTFH01001224v1_decoy	1051	TRUE	decoy
chrUn_JTFH01001225v1_decoy	1049	TRUE	decoy
chrUn_JTFH01001226v1_decoy	1047	TRUE	decoy
chrUn_JTFH01001227v1_decoy	1044	TRUE	decoy
chrUn_JTFH01001228v1_decoy	1043	TRUE	decoy
chrUn_JTFH01001229v1_decoy	1043	TRUE	decoy
chrUn_JTFH01001230v1_decoy	1042	TRUE	decoy
chrUn_JTFH01001231v1_decoy	1042	TRUE	decoy
chrUn_JTFH01001232v1_decoy	1041	TRUE	decoy
chrUn_JTFH01001233v1_decoy	1040	TRUE	decoy
chrUn_JTFH01001234v1_decoy	1039	TRUE	decoy
chrUn_JTFH01001235v1_decoy	1038	TRUE	decoy
chrUn_JTFH01001236v1_decoy	1037	TRUE	decoy
chrUn_JTFH01001237v1_decoy	1037	TRUE	decoy
chrUn_JTFH01001238v1_decoy	1035	TRUE	decoy
chrUn_JTFH01001239v1_decoy	1027	TRUE	decoy
chrUn_JTFH01001240v1_decoy	1021	TRUE	decoy
chrUn_JTFH01001241v1_decoy	1021	TRUE	decoy
chrUn_JTFH01001242v1_decoy	1019	TRUE	decoy
chrUn_JTFH01001243v1_decoy	1019	TRUE	decoy
chrUn_JTFH01001244v1_decoy	1016	TRUE	decoy
chrUn_JTFH01001245v1_decoy	1014	TRUE	decoy
chrUn_JTFH01001246v1_decoy	1013	TRUE	decoy
chrUn_JTFH01001247v1_decoy	1009	TRUE	decoy
chrUn_JTFH01001248v1_decoy	1008	TRUE	decoy
chrUn_JTFH01001249v1_decoy	1007	TRUE	decoy
chrUn_JTFH01001250v1_decoy	1004	TRUE	decoy
chrUn_JTFH01001251v1_decoy	1004	TRUE	decoy
chrUn_JTFH01001252v1_decoy	1003	TRUE	decoy
chrUn_JTFH01001253v1_decoy	1001	TRUE	decoy
chrUn_JTFH01001254v1_decoy	1000	TRUE	decoy
chrUn_JTFH01001255v1_decoy	1000	TRUE	decoy
chrUn_JTFH01001256v1_decoy	1000	TRUE	decoy
chrUn_JTFH01001257v1_decoy	17929	TRUE	decoy
chrUn_JTFH01001258v1_decoy	9749	TRUE	decoy
chrUn_JTFH01001259v1_decoy	8053	TRUE	decoy
chrUn_JTFH01001260v1_decoy	7826	TRUE	decoy
chrUn_JTFH01001261v1_decoy	7768	TRUE	decoy
chrUn_JTFH01001262v1_decoy	5691	TRUE	decoy
chrUn_JTFH01001263v1_decoy	5444	TRUE	decoy
chrUn_JTFH01001264v1_decoy	5077	TRUE	decoy
chrUn_JTFH01001265v1_decoy	4990	TRUE	decoy
chrUn_JTFH01001266v1_decoy	4545	TRUE	decoy
chrUn_JTFH01001267v1_decoy	4544	TRUE	decoy
chrUn_JTFH01001268v1_decoy	4202	TRUE	decoy
chrUn_JTFH01001269v1_decoy	4195	TRUE	decoy
chrUn_JTFH01001270v1_decoy	3807	TRUE	decoy
chrUn_JTFH01001271v1_decoy	3741	TRUE	decoy
chrUn_JTFH01001272v1_decoy	3699	TRUE	decoy
chrUn_JTFH01001273v1_decoy	3640	TRUE	decoy
chrUn_JTFH01001274v1_decoy	3531	TRUE	decoy
chrUn_JTFH01001275v1_decoy	3455	TRUE	decoy
chrUn_JTFH01001276v1_decoy	3411	TRUE	decoy
chrUn_JTFH01001277v1_decoy	3387	TRUE	decoy
chrUn_JTFH01001278v1_decoy	3358	TRUE	decoy
chrUn_JTFH01001279v1_decoy	3285	TRUE	decoy
chrUn_JTFH01001280v1_decoy	3273	TRUE	decoy
chrUn_JTFH01001281v1_decoy	3262	TRUE	decoy
chrUn_JTFH01001282v1_decoy	3259	TRUE	decoy
chrUn_JTFH01001283v1_decoy	3222	TRUE	decoy
chrUn_JTFH01001284v1_decoy	3127	TRUE	decoy
chrUn_JTFH01001285v1_decoy	3110	TRUE	decoy
chrUn_JTFH01001286v1_decoy	3104	TRUE	decoy
chrUn_JTFH01001287v1_decoy	3071	TRUE	decoy
chrUn_JTFH01001288v1_decoy	3063	TRUE	decoy
chrUn_JTFH01001289v1_decoy	3059	TRUE	decoy
chrUn_JTFH01001290v1_decoy	2990	TRUE	decoy
chrUn_JTFH01001291v1_decoy	2986	TRUE	decoy
chrUn_JTFH01001292v1_decoy	2928	TRUE	decoy
chrUn_JTFH01001293v1_decoy	2922	TRUE	decoy
chrUn_JTFH01001294v1_decoy	2875	TRUE	decoy
chrUn_JTFH01001295v1_decoy	2859	TRUE	decoy
chrUn_JTFH01001296v1_decoy	2850	TRUE	decoy
chrUn_JTFH01001297v1_decoy	2813	TRUE	decoy
chrUn_JTFH01001298v1_decoy	2785	TRUE	decoy
chrUn_JTFH01001299v1_decoy	2736	TRUE	decoy
chrUn_JTFH01001300v1_decoy	2688	TRUE	decoy
chrUn_JTFH01001301v1_decoy	2658	TRUE	decoy
chrUn_JTFH01001302v1_decoy	2643	TRUE	decoy
chrUn_JTFH01001303v1_decoy	2618	TRUE	decoy
chrUn_JTFH01001304v1_decoy	2605	TRUE	decoy
chrUn_JTFH01001305v1_decoy	2583	TRUE	decoy
chrUn_JTFH01001306v1_decoy	2534	TRUE	decoy
chrUn_JTFH01001307v1_decoy	2512	TRUE	decoy
chrUn_JTFH01001308v1_decoy	2500	TRUE	decoy
chrUn_JTFH01001309v1_decoy	2481	TRUE	decoy
chrUn_JTFH01001310v1_decoy	2478	TRUE	decoy
chrUn_JTFH01001311v1_decoy	2473	TRUE	decoy
chrUn_JTFH01001312v1_decoy	2467	TRUE	decoy
chrUn_JTFH01001313v1_decoy	2442	TRUE	decoy
chrUn_JTFH01001314v1_decoy	2430	TRUE	decoy
chrUn_JTFH01001315v1_decoy	2417	TRUE	decoy
chrUn_JTFH01001316v1_decoy	2408	TRUE	decoy
chrUn_JTFH01001317v1_decoy	2395	TRUE	decoy
chrUn_JTFH01001318v1_decoy	2352	TRUE	decoy
chrUn_JTFH01001319v1_decoy	2337	TRUE	decoy
chrUn_JTFH01001320v1_decoy	2322	TRUE	decoy
chrUn_JTFH01001321v1_decoy	2307	TRUE	decoy
chrUn_JTFH01001322v1_decoy	2306	TRUE	decoy
chrUn_JTFH01001323v1_decoy	2292	TRUE	decoy
chrUn_JTFH01001324v1_decoy	2271	TRUE	decoy
chrUn_JTFH01001325v1_decoy	2265	TRUE	decoy
chrUn_JTFH01001326v1_decoy	2260	TRUE	decoy
chrUn_JTFH01001327v1_decoy	2240	TRUE	decoy
chrUn_JTFH01001328v1_decoy	2238	TRUE	decoy
chrUn_JTFH01001329v1_decoy	2228	TRUE	decoy
chrUn_JTFH01001330v1_decoy	2215	TRUE	decoy
chrUn_JTFH01001331v1_decoy	2205	TRUE	decoy
chrUn_JTFH01001332v1_decoy	2191	TRUE	decoy
chrUn_JTFH01001333v1_decoy	2191	TRUE	decoy
chrUn_JTFH01001334v1_decoy	2190	TRUE	decoy
chrUn_JTFH01001335v1_decoy	2184	TRUE	decoy
chrUn_JTFH01001336v1_decoy	2166	TRUE	decoy
chrUn_JTFH01001337v1_decoy	2165	TRUE	decoy
chrUn_JTFH01001338v1_decoy	2162	TRUE	decoy
chrUn_JTFH01001339v1_decoy	2146	TRUE	decoy
chrUn_JTFH01001340v1_decoy	2116	TRUE	decoy
chrUn_JTFH01001341v1_decoy	2112	TRUE	decoy
chrUn_JTFH01001342v1_decoy	2108	TRUE	decoy
chrUn_JTFH01001343v1_decoy	2106	TRUE	decoy
chrUn_JTFH01001344v1_decoy	2106	TRUE	decoy
chrUn_JTFH01001345v1_decoy	2106	TRUE	decoy
chrUn_JTFH01001346v1_decoy	2097	TRUE	decoy
chrUn_JTFH01001347v1_decoy	2081	TRUE	decoy
chrUn_JTFH01001348v1_decoy	2058	TRUE	decoy
chrUn_JTFH01001349v1_decoy	2055	TRUE	decoy
chrUn_JTFH01001350v1_decoy	2054	TRUE	decoy
chrUn_JTFH01001351v1_decoy	2037	TRUE	decoy
chrUn_JTFH01001352v1_decoy	2032	TRUE	decoy
chrUn_JTFH01001353v1_decoy	2032	TRUE	decoy
chrUn_JTFH01001354v1_decoy	2020	TRUE	decoy
chrUn_JTFH01001355v1_decoy	2018	TRUE	decoy
chrUn_JTFH01001356v1_decoy	2014	TRUE	decoy
chrUn_JTFH01001357v1_decoy	2001	TRUE	decoy
chrUn_JTFH01001358v1_decoy	2001	TRUE	decoy
chrUn_JTFH01001359v1_decoy	1991	TRUE	decoy
chrUn_JTFH01001360v1_decoy	1990	TRUE	decoy
chrUn_JTFH01001361v1_decoy	1983	TRUE	decoy
chrUn_JTFH01001362v1_decoy	1981	TRUE	decoy
chrUn_JTFH01001363v1_decoy	1981	TRUE	decoy
chrUn_JTFH01001364v1_decoy	1979	TRUE	decoy
chrUn_JTFH01001365v1_decoy	1963	TRUE	decoy
chrUn_JTFH01001366v1_decoy	1932	TRUE	decoy
chrUn_JTFH01001367v1_decoy	1929	TRUE	decoy
chrUn_JTFH01001368v1_decoy	1881	TRUE	decoy
chrUn_JTFH01001369v1_decoy	1874	TRUE	decoy
chrUn_JTFH01001370v1_decoy	1849	TRUE	decoy
chrUn_JTFH01001371v1_decoy	1849	TRUE	decoy
chrUn_JTFH01001372v1_decoy	1833	TRUE	decoy
chrUn_JTFH01001373v1_decoy	1832	TRUE	decoy
chrUn_JTFH01001374v1_decoy	1826	TRUE	decoy
chrUn_JTFH01001375v1_decoy	1814	TRUE	decoy
chrUn_JTFH01001376v1_decoy	1814	TRUE	decoy
chrUn_JTFH01001377v1_decoy	1791	TRUE	decoy
chrUn_JTFH01001378v1_decoy	1789	TRUE	decoy
chrUn_JTFH01001379v1_decoy	1786	TRUE	decoy
chrUn_JTFH01001380v1_decoy	1778	TRUE	decoy
chrUn_JTFH01001381v1_decoy	1776	TRUE	decoy
chrUn_JTFH01001382v1_decoy	1762	TRUE	decoy
chrUn_JTFH01001383v1_decoy	1758	TRUE	decoy
chrUn_JTFH01001384v1_decoy	1757	TRUE	decoy
chrUn_JTFH01001385v1_decoy	1754	TRUE	decoy
chrUn_JTFH01001386v1_decoy	1752	TRUE	decoy
chrUn_JTFH01001387v1_decoy	1751	TRUE	decoy
chrUn_JTFH01001388v1_decoy	1749	TRUE	decoy
chrUn_JTFH01001389v1_decoy	1738	TRUE	decoy
chrUn_JTFH01001390v1_decoy	1729	TRUE	decoy
chrUn_JTFH01001391v1_decoy	1726	TRUE	decoy
chrUn_JTFH01001392v1_decoy	1716	TRUE	decoy
chrUn_JTFH01001393v1_decoy	1712	TRUE	decoy
chrUn_JTFH01001394v1_decoy	1711	TRUE	decoy
chrUn_JTFH01001395v1_decoy	1703	TRUE	decoy
chrUn_JTFH01001396v1_decoy	1702	TRUE	decoy
chrUn_JTFH01001397v1_decoy	1699	TRUE	decoy
chrUn_JTFH01001398v1_decoy	1686	TRUE	decoy
chrUn_JTFH01001399v1_decoy	1684	TRUE	decoy
chrUn_JTFH01001400v1_decoy	1680	TRUE	decoy
chrUn_JTFH01001401v1_decoy	1678	TRUE	decoy
chrUn_JTFH01001402v1_decoy	1678	TRUE	decoy
chrUn_JTFH01001403v1_decoy	1677	TRUE	decoy
chrUn_JTFH01001404v1_decoy	1676	TRUE	decoy
chrUn_JTFH01001405v1_decoy	1672	TRUE	decoy
chrUn_JTFH01001406v1_decoy	1669	TRUE	decoy
chrUn_JTFH01001407v1_decoy	1668	TRUE	decoy
chrUn_JTFH01001408v1_decoy	1663	TRUE	decoy
chrUn_JTFH01001409v1_decoy	1660	TRUE	decoy
chrUn_JTFH01001410v1_decoy	1660	TRUE	decoy
chrUn_JTFH01001411v1_decoy	1658	TRUE	decoy
chrUn_JTFH01001412v1_decoy	1656	TRUE	decoy
chrUn_JTFH01001413v1_decoy	1656	TRUE	decoy
chrUn_JTFH01001414v1_decoy	1652	TRUE	decoy
chrUn_JTFH01001415v1_decoy	1647	TRUE	decoy
chrUn_JTFH01001416v1_decoy	1645	TRUE	decoy
chrUn_JTFH01001417v1_decoy	1641	TRUE	decoy
chrUn_JTFH01001418v1_decoy	1638	TRUE	decoy
chrUn_JTFH01001419v1_decoy	1633	TRUE	decoy
chrUn_JTFH01001420v1_decoy	1626	TRUE	decoy
chrUn_JTFH01001421v1_decoy	1614	TRUE	decoy
chrUn_JTFH01001422v1_decoy	1612	TRUE	decoy
chrUn_JTFH01001423v1_decoy	1605	TRUE	decoy
chrUn_JTFH01001424v1_decoy	1603	TRUE	decoy
chrUn_JTFH01001425v1_decoy	1599	TRUE	decoy
chrUn_JTFH01001426v1_decoy	1589	TRUE	decoy
chrUn_JTFH01001427v1_decoy	1588	TRUE	decoy
chrUn_JTFH01001428v1_decoy	1585	TRUE	decoy
chrUn_JTFH01001429v1_decoy	1584	TRUE	decoy
chrUn_JTFH01001430v1_decoy	1584	TRUE	decoy
chrUn_JTFH01001431v1_decoy	1580	TRUE	decoy
chrUn_JTFH01001432v1_decoy	1572	TRUE	decoy
chrUn_JTFH01001433v1_decoy	1570	TRUE	decoy
chrUn_JTFH01001434v1_decoy	1569	TRUE	decoy
chrUn_JTFH01001435v1_decoy	1568	TRUE	decoy
chrUn_JTFH01001436v1_decoy	1567	TRUE	decoy
chrUn_JTFH01001437v1_decoy	1565	TRUE	decoy
chrUn_JTFH01001438v1_decoy	1559	TRUE	decoy
chrUn_JTFH01001439v1_decoy	1559	TRUE	decoy
chrUn_JTFH01001440v1_decoy	1556	TRUE	decoy
chrUn_JTFH01001441v1_decoy	1554	TRUE	decoy
chrUn_JTFH01001442v1_decoy	1549	TRUE	decoy
chrUn_JTFH01001443v1_decoy	1542	TRUE	decoy
chrUn_JTFH01001444v1_decoy	1541	TRUE	decoy
chrUn_JTFH01001445v1_decoy	1538	TRUE	decoy
chrUn_JTFH01001446v1_decoy	1537	TRUE	decoy
chrUn_JTFH01001447v1_decoy	1535	TRUE	decoy
chrUn_JTFH01001448v1_decoy	1530	TRUE	decoy
chrUn_JTFH01001449v1_decoy	1528	TRUE	decoy
chrUn_JTFH01001450v1_decoy	1522	TRUE	decoy
chrUn_JTFH01001451v1_decoy	1514	TRUE	decoy
chrUn_JTFH01001452v1_decoy	1509	TRUE	decoy
chrUn_JTFH01001453v1_decoy	1507	TRUE	decoy
chrUn_JTFH01001454v1_decoy	1500	TRUE	decoy
chrUn_JTFH01001455v1_decoy	1499	TRUE	decoy
chrUn_JTFH01001456v1_decoy	1499	TRUE	decoy
chrUn_JTFH01001457v1_decoy	1497	TRUE	decoy
chrUn_JTFH01001458v1_decoy	1496	TRUE	decoy
chrUn_JTFH01001459v1_decoy	1488	TRUE	decoy
chrUn_JTFH01001460v1_decoy	1486	TRUE	decoy
chrUn_JTFH01001461v1_decoy	1485	TRUE	decoy
chrUn_JTFH01001462v1_decoy	1481	TRUE	decoy
chrUn_JTFH01001463v1_decoy	1479	TRUE	decoy
chrUn_JTFH01001464v1_decoy	1472	TRUE	decoy
chrUn_JTFH01001465v1_decoy	1472	TRUE	decoy
chrUn_JTFH01001466v1_decoy	1470	TRUE	decoy
chrUn_JTFH01001467v1_decoy	1466	TRUE	decoy
chrUn_JTFH01001468v1_decoy	1465	TRUE	decoy
chrUn_JTFH01001469v1_decoy	1461	TRUE	decoy
chrUn_JTFH01001470v1_decoy	1458	TRUE	decoy
chrUn_JTFH01001471v1_decoy	1457	TRUE	decoy
chrUn_JTFH01001472v1_decoy	1448	TRUE	decoy
chrUn_JTFH01001473v1_decoy	1447	TRUE	decoy
chrUn_JTFH01001474v1_decoy	1444	TRUE	decoy
chrUn_JTFH01001475v1_decoy	1443	TRUE	decoy
chrUn_JTFH01001476v1_decoy	1443	TRUE	decoy
chrUn_JTFH01001477v1_decoy	1438	TRUE	decoy
chrUn_JTFH01001478v1_decoy	1432	TRUE	decoy
chrUn_JTFH01001479v1_decoy	1430	TRUE	decoy
chrUn_JTFH01001480v1_decoy	1430	TRUE	decoy
chrUn_JTFH01001481v1_decoy	1429	TRUE	decoy
chrUn_JTFH01001482v1_decoy	1429	TRUE	decoy
chrUn_JTFH01001483v1_decoy	1429	TRUE	decoy
chrUn_JTFH01001484v1_decoy	1426	TRUE	decoy
chrUn_JTFH01001485v1_decoy	1426	TRUE	decoy
chrUn_JTFH01001486v1_decoy	1420	TRUE	decoy
chrUn_JTFH01001487v1_decoy	1416	TRUE	decoy
chrUn_JTFH01001488v1_decoy	1416	TRUE	decoy
chrUn_JTFH01001489v1_decoy	1415	TRUE	decoy
chrUn_JTFH01001490v1_decoy	1415	TRUE	decoy
chrUn_JTFH01001491v1_decoy	1414	TRUE	decoy
chrUn_JTFH01001492v1_decoy	1413	TRUE	decoy
chrUn_JTFH01001493v1_decoy	1410	TRUE	decoy
chrUn_JTFH01001494v1_decoy	1405	TRUE	decoy
chrUn_JTFH01001495v1_decoy	1402	TRUE	decoy
chrUn_JTFH01001496v1_decoy	1398	TRUE	decoy
chrUn_JTFH01001497v1_decoy	1397	TRUE	decoy
chrUn_JTFH01001498v1_decoy	1395	TRUE	decoy
chrUn_JTFH01001499v1_decoy	1392	TRUE	decoy
chrUn_JTFH01001500v1_decoy	1388	TRUE	decoy
chrUn_JTFH01001501v1_decoy	1386	TRUE	decoy
chrUn_JTFH01001502v1_decoy	1382	TRUE	decoy
chrUn_JTFH01001503v1_decoy	1381	TRUE	decoy
chrUn_JTFH01001504v1_decoy	1379	TRUE	decoy
chrUn_JTFH01001505v1_decoy	1376	TRUE	decoy
chrUn_JTFH01001506v1_decoy	1374	TRUE	decoy
chrUn_JTFH01001507v1_decoy	1374	TRUE	decoy
chrUn_JTFH01001508v1_decoy	1373	TRUE	decoy
chrUn_JTFH01001509v1_decoy	1373	TRUE	decoy
chrUn_JTFH01001510v1_decoy	1372	TRUE	decoy
chrUn_JTFH01001511v1_decoy	1370	TRUE	decoy
chrUn_JTFH01001512v1_decoy	1367	TRUE	decoy
chrUn_JTFH01001513v1_decoy	1365	TRUE	decoy
chrUn_JTFH01001514v1_decoy	1364	TRUE	decoy
chrUn_JTFH01001515v1_decoy	1361	TRUE	decoy
chrUn_JTFH01001516v1_decoy	1361	TRUE	decoy
chrUn_JTFH01001517v1_decoy	1355	TRUE	decoy
chrUn_JTFH01001518v1_decoy	1355	TRUE	decoy
chrUn_JTFH01001519v1_decoy	1354	TRUE	decoy
chrUn_JTFH01001520v1_decoy	1353	TRUE	decoy
chrUn_JTFH01001521v1_decoy	1349	TRUE	decoy
chrUn_JTFH01001522v1_decoy	1345	TRUE	decoy
chrUn_JTFH01001523v1_decoy	1344	TRUE	decoy
chrUn_JTFH01001524v1_decoy	1343	TRUE	decoy
chrUn_JTFH01001525v1_decoy	1338	TRUE	decoy
chrUn_JTFH01001526v1_decoy	1338	TRUE	decoy
chrUn_JTFH01001527v1_decoy	1338	TRUE	decoy
chrUn_JTFH01001528v1_decoy	1336	TRUE	decoy
chrUn_JTFH01001529v1_decoy	1333	TRUE	decoy
chrUn_JTFH01001530v1_decoy	1333	TRUE	decoy
chrUn_JTFH01001531v1_decoy	1332	TRUE	decoy
chrUn_JTFH01001532v1_decoy	1324	TRUE	decoy
chrUn_JTFH01001533v1_decoy	1323	TRUE	decoy
chrUn_JTFH01001534v1_decoy	1323	TRUE	decoy
chrUn_JTFH01001535v1_decoy	1320	TRUE	decoy
chrUn_JTFH01001536v1_decoy	1320	TRUE	decoy
chrUn_JTFH01001537v1_decoy	1317	TRUE	decoy
chrUn_JTFH01001538v1_decoy	1316	TRUE	decoy
chrUn_JTFH01001539v1_decoy	1304	TRUE	decoy
chrUn_JTFH01001540v1_decoy	1304	TRUE	decoy
chrUn_JTFH01001541v1_decoy	1303	TRUE	decoy
